gene,ensemblid,chr,pm_ld,age_stage4,age_stage7,age_stage4_num,age_stage7_num,age_stage7_mya,age_genetree_num,age_phylos_num,age_protein_num,gene_age_num,Gene length (bp),CDS Length,CDS/Transcript Length ratio,Transcript length (bp),Protein size (aa),Transcript count,GC content,Number of SNPs (Gene),Exon Counts,Intron Counts,Number of SNPs (Transcript),LOEUF,pLI,Missense/Synonymous ratio,Nonsense/Synonymous ratio,Mouse dS value,Chimp dS value,Gorilla dS value,pLI_class,LOEUF_class,dN/dS ratio mouse,dN/dS ratio Chimp,dN/dS ratio Gorilla,pm_pleio3,pm_pleio5,pm10,pm100,group_id,ifhsd2,pn_ld,pn_pleio3,pn_pleio5,pn10,pn100,cis_egene,cis_sgene,trans_egene,iftf,tf_sum,tau,ogee_connectivity,enhancer_n,po_pergene,essential_score,GES,GES_class,ifspecific,pn_ld_clumped_snps,pn_mean_maf,pn_median_maf,pm_ld_clumped_snps,pm_mean_maf,pm_median_maf,high_pn,high_pm,length_bin,snp_bin,ld_bin,maf_bin,Euteleostomi,Eutheria
TRPM6,ENSG00000119121,9,5.89945316264839,Tetrapoda,Tetrapoda,2,2,352,2,2,2,950,9193,6054,0.731955024,8271,2017,5,39.99,33997,39,38,33795,0.510285714285714,0.134356257142857,2.22761194,0.078358209,0.553,0.0102,0.0197,Intermediate,Intolerant,0.230379747,0.303921569,0.116751269,Intermediate pleiotropy,2nd,3,29,431,Duplicates,8.70744452911891,Intermediate pleiotropy,2nd,4,37,TRUE,FALSE,FALSE,FALSE,8,0.905148323,,22,6,-0.0540151999316544,0.0540151999316544,Non_essentialty,Specific,5,0.10786474,0.0868965,5,0.10786474,0.0868965,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(3,61]","(0.0795,0.152]",FALSE,FALSE
TRPM7,ENSG00000092439,15,6.12954690552894,Euteleostomi,Euteleostomi,1,1,429,1,2,2,950,12380,5598,0.539202466,10382,1865,11,38.89,30200,39,38,29118,0.689769230769231,0.00178138153846161,2.2,0.079120879,0.4074,0.0091,0.013,Tolerant,Tolerant,0.068237604,0.032967033,0.061538462,Intermediate pleiotropy,3rd,5,49,,Singletons,9.71357767975721,Intermediate pleiotropy,3rd,6,57,FALSE,FALSE,FALSE,FALSE,18,0.20924076,1,29,11,-0.731736078867209,0.731736078867209,Non_essentialty,Non_specific,1,0.406464,0.406464,2,0.0779424,0.0779424,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","[1,2]","(0.353,0.5]",TRUE,FALSE
TRPM8,ENSG00000144481,2,5.69217298834581,Tetrapoda,Tetrapoda,2,2,352,2,2,5,424,7928,3315,0.587141339,5646,1104,14,43.5,21655,26,25,21655,0.993454545454546,0.00339272730289553,2.033149171,0.11878453,0.5987,0.0217,0.0323,Tolerant,Tolerant,0.050275597,0.036866359,0.024767802,Low pleiotropy,1st,2,12,,Singletons,7.63862586055748,Low pleiotropy,1st,2,17,FALSE,FALSE,FALSE,FALSE,12,0.977456629,5,13,19,-0.0966249745650599,0.0966249745650599,Non_essentialty,Specific,7,0.0583830142857143,0.056495,9,0.0992266555555556,0.102711,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(3,61]","[0.00191,0.0795]",FALSE,FALSE
TRPS1,ENSG00000104447,8,10.0206844585364,Euteleostomi,Euteleostomi,1,1,429,1,3,7,950,11072,3885,0.388888889,9990,1294,12,35.81,78067,7,6,49566,0.223466666666667,0.974500666666667,2.115168539,0.061797753,0.3086,0.0142,0.0109,Intolerant,Intolerant,0.115359689,0.197183099,0.201834862,High pleiotropy,5th,10,98,,Singletons,15.5617190827337,High pleiotropy,5th,10,97,FALSE,FALSE,TRUE,TRUE,78,0.548415112,1,43,11,0.0375428903803819,-0.0375428903803819,Non_essentialty,Non_specific,3,0.266077766666667,0.303856,2,0.360892,0.360892,TRUE,TRUE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(2,3]","(0.243,0.353]",TRUE,FALSE
TRPT1,ENSG00000149743,11,7.12830344949186,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1488,2210,768,0.725897921,1058,255,16,60.14,717,8,7,717,1.22391304347826,0.000815534437826087,1.909090909,0.102272727,0.4337,0.0316,0.009,Tolerant,Tolerant,0.242102836,0.341772152,0.422222222,High pleiotropy,5th,9,83,,Singletons,12.3898428550522,High pleiotropy,5th,9,87,TRUE,TRUE,TRUE,FALSE,3,0.164287334,,13,3,-0.0476819179616086,0.0476819179616086,Non_essentialty,Non_specific,4,0.08142295,0.07000045,2,0.09160195,0.09160195,TRUE,TRUE,"[211,2.35e+03]","[1,1.92e+03]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
TRPV1,ENSG00000196689,17,5.74466700216002,Tetrapoda,Tetrapoda,2,2,352,2,1,7,950,5519,2520,0.604896783,4166,839,10,52.6,11240,17,16,11240,1.25418181818182,1.52550481818182e-28,1.844875346,0.091412742,0.7196,0.0284,0.0343,Tolerant,Tolerant,0.093663146,0.088028169,0.102040816,Low pleiotropy,1st,2,16,,Singletons,8.73785578549809,Intermediate pleiotropy,2nd,4,38,TRUE,FALSE,FALSE,FALSE,3,0.358156659,,6,26,-0.00846442452348559,0.00846442452348559,Non_essentialty,Non_specific,4,0.09120085,0.07657955,4,0.0862301,0.07657955,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","(3,61]","[0.00191,0.0795]",FALSE,FALSE
TRPV2,ENSG00000187688,17,6.01989006523913,Euteleostomi,Euteleostomi,1,1,429,1,1,7,454,3381,2295,0.825836632,2779,764,9,53.24,4957,15,14,4957,0.898944444444445,0.00259809163062261,1.896825397,0.115079365,0.7322,0.0142,0.022,Tolerant,Tolerant,0.148320131,0.126760563,0.063636364,Intermediate pleiotropy,2nd,4,40,,Singletons,9.54807972644035,Intermediate pleiotropy,3rd,6,54,TRUE,TRUE,TRUE,FALSE,12,0.410245894,3,9,16,-0.0947741265333513,0.0947741265333513,Non_essentialty,Non_specific,2,0.2866515,0.2866515,1,0.316709,0.316709,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
TRPV3,ENSG00000167723,17,5.80172992537452,Tetrapoda,Tetrapoda,2,2,352,2,2,8,680,9780,2328,0.405433647,5742,775,11,51.69,11456,17,16,8907,1.22683333333333,4.63698e-27,2.006872852,0.075601375,0.6993,0.0457,0.0387,Tolerant,Tolerant,0.047619048,0.240700219,0.111111111,Intermediate pleiotropy,2nd,3,21,,Singletons,9.0216468904264,Intermediate pleiotropy,3rd,5,43,TRUE,FALSE,FALSE,FALSE,12,0.81720799,1,13,11,0.169569019174271,-0.169569019174271,Non_essentialty,Specific,7,0.277431285714286,0.352834,6,0.303524,0.328599,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","(3,61]","(0.353,0.5]",FALSE,FALSE
TRPV4,ENSG00000111199,12,5.7734236499299,Euteleostomi,Euteleostomi,1,1,429,1,2,7,950,3759,2616,0.805666769,3247,871,8,52.04,10405,15,14,6828,0.84565,6.8752253e-12,1.72392638,0.079754601,0.9989,0.025,0.0347,Tolerant,Tolerant,0.020923015,0.076,0.069164265,Low pleiotropy,1st,2,18,,Singletons,10.6072757288042,Intermediate pleiotropy,4th,8,71,TRUE,FALSE,FALSE,FALSE,13,0.725153879,2,66,26,0.0270223488044099,-0.0270223488044099,Non_essentialty,Non_specific,3,0.13090749,0.0757183,4,0.1219362675,0.08537045,FALSE,FALSE,"(3.74e+03,5.4e+03]","(8.75e+03,1.93e+04]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
TRPV5,ENSG00000127412,7,5.77068064211072,Tetrapoda,Tetrapoda,2,2,352,2,1,4,244,3686,2190,0.741869919,2952,729,3,45.83,5693,15,14,5693,1.03,1.19097577049e-10,2.16872428,0.082304527,0.6282,,0.0373,Tolerant,Tolerant,0.180674944,,0.190348525,Low pleiotropy,1st,2,18,372,Duplicates,7.67460225462656,Low pleiotropy,1st,2,17,TRUE,FALSE,TRUE,FALSE,4,1,,10,13,0.0422519853364537,-0.0422519853364537,Non_essentialty,Specific,1,0.258116,0.258116,1,0.260738,0.260738,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.243,0.353]",FALSE,FALSE
TRPV6,ENSG00000165125,7,5.54529378968631,Euteleostomi,Euteleostomi,1,1,429,1,1,4,680,11903,2298,0.790777701,2906,765,9,51.09,3278,15,14,3278,0.856,0.1542936315,2.037656904,0.079497908,0.6151,0.0196,0.0214,Intermediate,Tolerant,0.092993009,0.234693878,0.214953271,Low pleiotropy,1st,1,5,372,Duplicates,7.85833005360842,Low pleiotropy,1st,2,20,TRUE,FALSE,FALSE,FALSE,6,0.799718347,10,7,12,-0.0277413949556385,0.0277413949556385,Non_essentialty,Non_specific,3,0.0295044666666667,0.0269689,3,0.0295044666666667,0.0269689,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.92e+03,4.34e+03]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
TRRAP,ENSG00000196367,7,6.20665910393911,Euteleostomi,Euteleostomi,1,1,429,1,2,2,1292,19972,11580,0.913465331,12677,3859,10,46.32,36426,72,71,27979,0.147777777777778,0.994203333333333,1.162731872,0.006745363,0.8,0.014,0.0218,Intolerant,Intolerant,0.006,0.007142857,0,Intermediate pleiotropy,3rd,6,54,,Singletons,9.22765287891503,Intermediate pleiotropy,3rd,5,47,FALSE,FALSE,FALSE,TRUE,12,0.229571035,113,30,23,-1.25766735236689,1.25766735236689,Essentialty,Non_specific,1,0.494652,0.494652,6,0.057650645,0.03661055,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","[1,2]","(0.353,0.5]",TRUE,FALSE
TRUB1,ENSG00000165832,10,6.074836089917,Euteleostomi,Euteleostomi,1,1,429,1,1,1,544,3599,1050,0.308279507,3406,349,2,36.88,7485,8,7,7485,1.011,0.0027988,2.009615385,0.115384615,0.7953,0.0086,0.0095,Tolerant,Tolerant,0.148874639,0.348837209,0.747368421,Intermediate pleiotropy,3rd,5,44,,Singletons,10.8698710213863,Intermediate pleiotropy,4th,8,74,FALSE,FALSE,TRUE,FALSE,11,0.342187584,10,9,49,0.00918744748431581,-0.00918744748431581,Non_essentialty,Non_specific,1,0.324464,0.324464,1,0.324464,0.324464,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
TRUB2,ENSG00000167112,9,5.84489914127969,Amniota,Amniota,3,3,319,3,1,4,810,5832,996,0.183560634,5426,331,3,50.99,3950,8,7,3950,1.1936,5.7363113e-07,2.111111111,0.068376068,0.6619,,0.012,Tolerant,Tolerant,0.165130684,,0.691666667,Intermediate pleiotropy,2nd,3,24,,Singletons,7.6796609362008,Low pleiotropy,1st,2,17,FALSE,FALSE,FALSE,FALSE,14,0.22226709,1,4,8,-0.313326926090441,0.313326926090441,Non_essentialty,Non_specific,1,0.17178,0.17178,1,0.17178,0.17178,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",FALSE,FALSE
TSACC,ENSG00000163467,1,5.90272219822589,Eutheria,Eutheria,4,6,99,6,,11,168,1115,378,0.503328895,751,125,8,46.44,2125,4,3,2125,1.00594736842105,0.159669473684211,3.4,0.04,0.3991,,0.076,Intermediate,Tolerant,0.573289902,,1.122368421,Intermediate pleiotropy,2nd,3,29,,Singletons,10.4281453596609,Intermediate pleiotropy,4th,7,69,FALSE,FALSE,TRUE,FALSE,5,0.995709829,,24,9,-0.259028414320809,0.259028414320809,Non_essentialty,Specific,1,0.214215,0.214215,1,0.214215,0.214215,FALSE,FALSE,"[211,2.35e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",FALSE,TRUE
TSC1,ENSG00000165699,9,6.2931551878736,Euteleostomi,Euteleostomi,1,1,429,1,1,4,987,17600,3492,0.400688468,8715,1163,47,43.24,11385,23,22,10917,0.2596,0.991574857142857,2.110192837,0.292011019,0.4621,0.0055,0.0099,Intolerant,Intolerant,0.148019909,0.327272727,0.363636364,Intermediate pleiotropy,3rd,6,59,,Singletons,10.0030673321263,Intermediate pleiotropy,4th,7,62,FALSE,FALSE,TRUE,FALSE,10,0.176935671,57,25,13,-0.0142497439939857,0.0142497439939857,Non_essentialty,Non_specific,2,0.25240469,0.25240469,2,0.3225035,0.3225035,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.243,0.353]",TRUE,FALSE
TSC2,ENSG00000103197,16,5.99633707164035,Euteleostomi,Euteleostomi,1,1,429,1,2,2,1488,19128,5424,0.845518316,6415,1807,69,59.93,15740,42,41,15730,0.236794871794872,0.972052717948718,1.714421252,0.188804554,0.8603,0.0549,0.0322,Intolerant,Intolerant,0.054050912,0.16575592,0.059006211,Intermediate pleiotropy,2nd,4,38,,Singletons,7.41722441561336,Low pleiotropy,1st,2,13,TRUE,FALSE,FALSE,FALSE,19,0.173302777,53,26,7,-0.076621677612129,0.076621677612129,Non_essentialty,Non_specific,5,0.12231236,0.0421865,5,0.12418518,0.0419636,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
TSC22D1,ENSG00000102804,13,5.89578172366654,Euteleostomi,Euteleostomi,1,1,429,1,,7,680,8586,3222,0.540513337,5961,1073,13,38.08,28792,3,2,28558,0.6455,0.603428375,2.242074928,0.020172911,0.3351,0.0055,0.0134,Intermediate,Tolerant,0.226499552,0.490909091,0.231343284,Intermediate pleiotropy,2nd,3,29,,Singletons,8.67686751946816,Intermediate pleiotropy,2nd,4,36,FALSE,FALSE,TRUE,TRUE,23,0.215751811,,31,33,0.0467667623033613,-0.0467667623033613,Non_essentialty,Non_specific,3,0.0840751,0.0732473,2,0.2830715,0.2830715,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
TSC22D2,ENSG00000196428,3,6.30342321402801,Euteleostomi,Euteleostomi,1,1,429,1,,4,680,11676,2343,0.210059172,11154,780,6,36.52,11047,4,3,11047,0.279428571428571,0.98574,1.797979798,0.006734007,0.3018,0.0077,0.0122,Intolerant,Intolerant,0.232935719,0.155844156,0.426229508,Intermediate pleiotropy,3rd,6,59,,Singletons,10.7812481824222,Intermediate pleiotropy,4th,8,73,FALSE,FALSE,FALSE,TRUE,72,0.240556435,,30,54,-0.406866979887565,0.406866979887565,Non_essentialty,Non_specific,1,0.488485,0.488485,1,0.243239,0.243239,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.353,0.5]",TRUE,FALSE
TSC22D4,ENSG00000166925,7,9.91175537523781,Amniota,Mammalia,3,4,180,4,,4,382,3668,1188,0.512510785,2318,395,6,58,3675,5,4,2950,0.664166666666667,0.854558333333333,2.076388889,0.013888889,0.6414,,0.0276,Intermediate,Tolerant,0.290614281,,0.217391304,High pleiotropy,5th,10,98,,Singletons,16.2172181058422,High pleiotropy,5th,10,98,FALSE,TRUE,TRUE,TRUE,8,0.277333747,,16,20,-0.0746223168050811,0.0746223168050811,Non_essentialty,Non_specific,2,0.1028148,0.1028148,2,0.1039303,0.1039303,TRUE,TRUE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.0795,0.152]",FALSE,FALSE
TSEN15,ENSG00000198860,1,9.185007377621,Amniota,Amniota,3,3,319,3,,4,544,10197,552,0.233108108,2368,183,20,38.96,13277,4,3,4114,1.14378571428571,0.165626071428571,2.352941176,0.039215686,0.4614,0.0241,0,Intermediate,Tolerant,0.085175553,0.107883817,,High pleiotropy,5th,10,97,,Singletons,9.52445895043829,Intermediate pleiotropy,3rd,6,53,TRUE,FALSE,FALSE,FALSE,10,0.146568962,7,26,28,-0.0735428202226974,0.0735428202226974,Non_essentialty,Non_specific,1,0.347808,0.347808,1,0.347679,0.347679,FALSE,TRUE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.243,0.353]",FALSE,FALSE
TSEN2,ENSG00000154743,3,6.6248343610897,Amniota,Amniota,3,3,319,3,,2,1488,5667,1209,0.448275862,2697,402,11,43.16,12275,9,8,10380,1.22010526315789,7.86121943947368e-14,2.8,0.12173913,0.8385,0.0219,0.0251,Tolerant,Tolerant,0.238521169,0.191780822,0.370517928,Intermediate pleiotropy,4th,8,72,,Singletons,10.4600414374774,Intermediate pleiotropy,4th,7,69,TRUE,FALSE,FALSE,FALSE,18,0.293577202,7,44,30,-0.610215276815929,0.610215276815929,Non_essentialty,Non_specific,3,0.1009545,0.0887446,3,0.1009545,0.0887446,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","(2,3]","(0.0795,0.152]",FALSE,FALSE
TSEN34,ENSG00000170892,19,6.24083576795555,Euteleostomi,Euteleostomi,1,1,429,1,1,1,454,3542,933,0.406713165,2294,310,7,55.95,1615,5,4,1521,1.154,1.45810571428571e-07,1.970149254,0.059701493,0.7219,,0.0213,Tolerant,Tolerant,0.131458651,,0.0657277,Intermediate pleiotropy,3rd,6,56,,Singletons,7.72473185430141,Low pleiotropy,1st,2,18,TRUE,FALSE,TRUE,FALSE,8,0.229613524,7,3,5,-0.484616792985519,0.484616792985519,Non_essentialty,Non_specific,2,0.423123,0.423123,2,0.423131,0.423131,FALSE,FALSE,"(2.35e+03,3.74e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
TSEN54,ENSG00000182173,17,6.61759666777408,Euteleostomi,Euteleostomi,1,1,429,1,,7,987,3435,1581,0.816210635,1937,526,11,54.69,2462,11,10,2352,1.242,6.85663747162218e-14,2.165048544,0.116504854,0.615,0.0907,0.0241,Tolerant,Tolerant,0.18601626,0.263506064,0.066390041,Intermediate pleiotropy,4th,8,72,,Singletons,9.34395990197125,Intermediate pleiotropy,3rd,5,50,TRUE,TRUE,TRUE,FALSE,14,0.165214348,7,35,6,-0.865643753462681,0.865643753462681,Non_essentialty,Non_specific,1,0.288359,0.288359,1,0.29693,0.29693,FALSE,FALSE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
TSFM,ENSG00000123297,12,7.23478560348165,Euteleostomi,Euteleostomi,1,1,429,1,1,1,4290,3382,978,0.445558087,2195,325,13,44.22,5712,6,5,3484,1.25808333333333,8.44447813333333e-06,1.964285714,0.125,0.5652,0.0114,0.0053,Tolerant,Tolerant,0.130927105,0.526315789,1.169811321,High pleiotropy,5th,9,85,,Singletons,13.0472412741493,High pleiotropy,5th,9,90,TRUE,FALSE,FALSE,FALSE,12,0.279710703,87,20,6,-0.34838920960865,0.34838920960865,Non_essentialty,Non_specific,1,0.444588,0.444588,1,0.328477,0.328477,TRUE,TRUE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
TSG101,ENSG00000074319,11,5.61197136410174,Euteleostomi,Euteleostomi,1,1,429,1,2,2,1488,3558,1098,0.522608282,2101,365,12,39.61,11754,10,9,11754,0.66575,0.0936125,1.634615385,0.028846154,0.4313,0.1067,0,Tolerant,Tolerant,0.05912358,0.563261481,,Low pleiotropy,1st,1,8,,Singletons,8.49657244737576,Intermediate pleiotropy,2nd,4,33,FALSE,FALSE,FALSE,TRUE,9,0.108388261,43,9,3,-1.21912096497875,1.21912096497875,Essentialty,Non_specific,2,0.0812991,0.0812991,5,0.05831304,0.0496201,FALSE,FALSE,"(2.35e+03,3.74e+03]","(8.75e+03,1.93e+04]","[1,2]","(0.0795,0.152]",TRUE,FALSE
TSGA10,ENSG00000135951,2,6.28403451280922,Tetrapoda,Tetrapoda,2,2,352,2,1,9,454,7375,2097,0.537279016,3903,698,19,37.63,30645,21,20,30638,0.608690476190476,0.00802357780952381,2.920863309,0.107913669,0.5431,0.0113,0.0103,Tolerant,Tolerant,0.040692322,0.159292035,0.242718447,Intermediate pleiotropy,3rd,6,59,,Singletons,11.0696385611033,Intermediate pleiotropy,4th,8,77,TRUE,FALSE,FALSE,FALSE,17,0.864521908,,40,18,-0.277656645966569,0.277656645966569,Non_essentialty,Specific,3,0.0895605,0.0303729,2,0.1778355,0.1778355,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","(2,3]","[0.00191,0.0795]",FALSE,FALSE
TSGA10IP,ENSG00000175513,11,7.94401385921293,Amniota,Mammalia,3,4,180,4,7,10,244,2062,1671,0.868051948,1925,556,5,51.57,3211,8,7,3211,1.315,2.521761624175e-18,2.025510204,0.18877551,0.7154,0.0119,0.0202,Tolerant,Tolerant,0.395862455,0.756302521,0.762376238,High pleiotropy,5th,10,92,,Singletons,13.6304280658337,High pleiotropy,5th,10,93,FALSE,FALSE,FALSE,FALSE,6,0.993493912,,8,,-0.232944251559231,0.232944251559231,Non_essentialty,Specific,1,0.493771,0.493771,1,0.465365,0.465365,TRUE,TRUE,"[211,2.35e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
TSGA13,ENSG00000213265,7,5.88461656089804,Tetrapoda,Tetrapoda,2,2,352,2,2,11,168,2259,828,0.404692082,2046,275,4,42.84,3539,9,8,3539,1.29033333333333,0.016028083333458,2.907407407,0.185185185,0.5225,,0.0121,Tolerant,Tolerant,0.547559809,,0.669421488,Intermediate pleiotropy,2nd,3,28,,Singletons,7.58256580032457,Low pleiotropy,1st,2,16,FALSE,FALSE,FALSE,FALSE,6,1,,2,25,-0.0167960798150582,0.0167960798150582,Non_essentialty,Specific,2,0.0650857,0.0650857,2,0.06510975,0.06510975,FALSE,FALSE,"[211,2.35e+03]","(1.92e+03,4.34e+03]","[1,2]","[0.00191,0.0795]",FALSE,FALSE
TSHB,ENSG00000134200,1,6.03729518937129,Tetrapoda,Tetrapoda,2,2,352,2,7,7,680,537,417,0.776536313,537,138,2,33.91,972,3,2,972,1.54825,0.01184774,2.12195122,0.097560976,0.6218,0,0,Tolerant,Tolerant,0.140720489,,,Intermediate pleiotropy,3rd,5,41,,Singletons,11.3605031434883,Intermediate pleiotropy,4th,8,79,FALSE,FALSE,FALSE,FALSE,7,0.998562631,116,14,3,-0.16797334355254,0.16797334355254,Non_essentialty,Specific,1,0.483125,0.483125,1,0.483125,0.483125,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
TSHR,ENSG00000165409,14,6.02860589095901,Euteleostomi,Euteleostomi,1,1,429,1,4,4,987,9909,2295,0.502628121,4566,764,12,38.85,36656,11,10,36643,1.07153846153846,0.0002701955412726,2.269058296,0.094170404,0.5039,0.0084,0.0156,Tolerant,Tolerant,0.136931931,0.642857143,0.371794872,Intermediate pleiotropy,3rd,5,41,,Singletons,9.6713767994703,Intermediate pleiotropy,3rd,6,56,FALSE,FALSE,FALSE,FALSE,10,0.997873559,119,30,12,0.186313161825567,-0.186313161825567,Non_essentialty,Specific,5,0.11770284,0.054778,4,0.219922425,0.240167,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
TSHZ1,ENSG00000179981,18,6.40881382446989,Euteleostomi,Euteleostomi,1,1,429,1,,7,680,8281,3099,0.620793269,4992,1032,5,44.58,16860,2,1,16860,0.401,0.926707142857143,1.72345679,0.014814815,0.9874,0.027,0.0398,Intolerant,Intolerant,0.036256836,0.088888889,0.08040201,Intermediate pleiotropy,4th,7,64,,Singletons,10.4573048094146,Intermediate pleiotropy,4th,7,69,TRUE,FALSE,FALSE,TRUE,16,0.355241781,,23,29,0.0438851006112138,-0.0438851006112138,Non_essentialty,Non_specific,5,0.18875804,0.231972,5,0.22562672,0.242375,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","(3,61]","(0.152,0.243]",TRUE,FALSE
TSHZ2,ENSG00000182463,20,6.23398696624619,Euteleostomi,Euteleostomi,1,1,429,1,7,7,680,12630,3105,0.253759398,12236,1034,5,42.02,107372,3,2,107372,0.418857142857143,0.999691428571429,2.109090909,0.03030303,0.6647,0.0669,0.0295,Intolerant,Intolerant,0.069354596,0.388639761,0.044067797,Intermediate pleiotropy,3rd,6,56,,Singletons,10.6242681015073,Intermediate pleiotropy,4th,8,72,TRUE,FALSE,TRUE,TRUE,27,0.564723257,,72,155,0.037175788023784,-0.037175788023784,Non_essentialty,Non_specific,22,0.105544243636364,0.07322105,19,0.157843910526316,0.0891585,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
TSHZ3,ENSG00000121297,19,6.72638613025712,Euteleostomi,Euteleostomi,1,1,429,1,,7,680,8391,3246,0.627125193,5176,1081,4,44.24,42360,2,1,15771,0.789666666666667,0.731773333333333,1.856368564,0.016260163,0.7127,0.0268,0.03,Intermediate,Tolerant,0.032692578,0.014925373,0.026666667,Intermediate pleiotropy,4th,8,75,,Singletons,14.7832743469097,High pleiotropy,5th,10,96,TRUE,FALSE,TRUE,TRUE,17,0.480818133,,25,1,0.0834417236503304,-0.0834417236503304,Non_essentialty,Non_specific,4,0.28338925,0.307742,3,0.33363,0.338321,TRUE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(3,61]","(0.243,0.353]",TRUE,FALSE
TSKS,ENSG00000126467,19,6.57509165851062,Amniota,Mammalia,3,4,180,4,15,11,424,2367,1779,0.959546926,1854,592,3,51.35,5216,11,10,5214,0.635166666666667,0.150618253333333,2.079207921,0.054455446,0.66,0.012,0.0167,Intermediate,Tolerant,0.123333333,0.575,0.419161677,Intermediate pleiotropy,4th,8,71,,Singletons,10.3550734440634,Intermediate pleiotropy,4th,7,68,TRUE,FALSE,FALSE,FALSE,7,0.958110163,,16,15,-0.0669163404777783,0.0669163404777783,Non_essentialty,Specific,3,0.128404233333333,0.10154,2,0.23579235,0.23579235,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","(2,3]","(0.0795,0.152]",FALSE,FALSE
TSKU,ENSG00000182704,11,6.00435932310816,Euteleostomi,Euteleostomi,1,1,429,1,,2,544,4013,1062,0.298818233,3554,353,5,55.35,3397,2,1,1422,0.9625,0.22891428,1.655629139,0.013245033,0.9176,0.0085,0.0295,Intermediate,Tolerant,0.10331299,0.882352941,0.169491525,Intermediate pleiotropy,2nd,4,38,,Singletons,8.07441481103259,Intermediate pleiotropy,2nd,3,25,TRUE,FALSE,FALSE,FALSE,21,0.37540897,,11,25,-0.0029754031529766,0.0029754031529766,Non_essentialty,Non_specific,2,0.336237,0.336237,3,0.163478866666667,0.216002,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
